Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,Churn_Label,Tenure_Group
13,25,3,"Laptop & Accessory",2,Divorced,9,1,7.0,127.41,0,Retained,">12 Months (Low Risk)"
23,15,4,Fashion,4,Married,6,0,8.0,199.03,0,Retained,">12 Months (Low Risk)"
27,20,3,"Laptop & Accessory",5,Married,3,0,4.0,169.5,0,Retained,">12 Months (Low Risk)"
19,14,2,"Laptop & Accessory",3,Married,6,0,3.0,189.34,0,Retained,">12 Months (Low Risk)"
1,16,5,"Mobile Phone",5,Single,2,1,3.0,148.21,1,Churned,"0-3 Months (High Risk)"
23,8,4,Grocery,3,Single,6,0,1.0,278.79,0,Retained,">12 Months (Low Risk)"
0,8,3,"Mobile Phone",1,Divorced,7,1,2.0,137.22,1,Churned,"0-3 Months (High Risk)"
2,17,4,"Laptop & Accessory",3,Single,5,0,8.0,161.6,0,Retained,"0-3 Months (High Risk)"
7,8,3,"Laptop & Accessory",3,Single,3,0,2.0,140.33,0,Retained,"4-12 Months (Medium Risk)"
1,11,3,"Laptop & Accessory",5,Single,1,0,3.0,184.63,0,Retained,"0-3 Months (High Risk)"
4,19,4,"Laptop & Accessory",3,Single,2,0,5.0,190.77,0,Retained,"4-12 Months (Medium Risk)"
15,8,3,"Laptop & Accessory",2,Divorced,2,0,2.0,140.89,0,Retained,">12 Months (Low Risk)"
17,9,3,Others,1,Married,5,1,1.0,295.13,0,Retained,">12 Months (Low Risk)"
9,16,3,Fashion,5,Married,8,1,7.0,183.21,0,Retained,"4-12 Months (Medium Risk)"
2,27,1,Fashion,5,Married,2,0,8.0,199.8,0,Retained,"0-3 Months (High Risk)"
1,16,4,"Mobile Phone",3,Married,3,0,3.0,152.42,1,Churned,"0-3 Months (High Risk)"
29,33,5,Others,1,Married,3,0,14.0,320.86,0,Retained,">12 Months (Low Risk)"
19,9,4,"Laptop & Accessory",4,Divorced,2,0,8.0,173.05,0,Retained,">12 Months (Low Risk)"
12,9,4,"Laptop & Accessory",5,Married,5,0,8.0,193.93,0,Retained,"4-12 Months (Medium Risk)"
16,25,4,"Laptop & Accessory",5,Married,8,1,3.0,179.1,0,Retained,">12 Months (Low Risk)"
5,21,3,"Laptop & Accessory",1,Married,6,0,2.0,166.67,0,Retained,"4-12 Months (Medium Risk)"
14,35,5,Fashion,5,Married,6,1,1.0,233.54000000000002,1,Churned,">12 Months (Low Risk)"
1,26,5,"Mobile Phone",5,Married,3,0,8.0,165.66,0,Retained,"0-3 Months (High Risk)"
13,15,4,"Laptop & Accessory",2,Divorced,10,0,2.0,148.76,0,Retained,">12 Months (Low Risk)"
1,35,3,"Laptop & Accessory",5,Divorced,8,1,0.0,166.73,1,Churned,"0-3 Months (High Risk)"
28,8,3,Fashion,4,Divorced,4,0,,209.76,0,Retained,">12 Months (Low Risk)"
12,14,3,"Mobile Phone",3,Divorced,2,0,7.0,137.55,0,Retained,"4-12 Months (Medium Risk)"
27,8,3,Fashion,3,Married,10,0,3.0,235.49,0,Retained,">12 Months (Low Risk)"
5,15,2,"Mobile Phone",4,Single,11,0,3.0,146.09,0,Retained,"4-12 Months (Medium Risk)"
0,22,3,Fashion,5,Single,3,1,0.0,185.64,1,Churned,"0-3 Months (High Risk)"
6,16,1,Fashion,3,Married,1,1,8.0,183.8,0,Retained,"4-12 Months (Medium Risk)"
9,15,3,Fashion,1,Married,5,0,3.0,200.96,1,Churned,"4-12 Months (Medium Risk)"
23,17,3,Others,4,Single,4,0,4.0,299.26,0,Retained,">12 Months (Low Risk)"
1,13,6,"Mobile Phone",3,Married,2,0,1.0,148.51,1,Churned,"0-3 Months (High Risk)"
0,14,3,Mobile,1,Single,2,0,4.0,134.45,0,Retained,"0-3 Months (High Risk)"
19,19,3,"Laptop & Accessory",4,Single,7,0,9.0,155.62,0,Retained,">12 Months (Low Risk)"
23,7,4,"Mobile Phone",5,Divorced,4,0,3.0,160.8,0,Retained,">12 Months (Low Risk)"
0,6,4,"Mobile Phone",5,Divorced,2,0,3.0,139.55,0,Retained,"0-3 Months (High Risk)"
1,17,4,"Laptop & Accessory",3,Married,3,1,4.0,167.6,0,Retained,"0-3 Months (High Risk)"
7,8,3,"Laptop & Accessory",2,Single,2,0,11.0,166.87,0,Retained,"4-12 Months (Medium Risk)"
9,11,4,Mobile,5,Married,10,1,0.0,134.19,0,Retained,"4-12 Months (Medium Risk)"
8,22,4,Fashion,1,Married,3,0,6.0,204.78,1,Churned,"4-12 Months (Medium Risk)"
6,15,2,"Laptop & Accessory",3,Married,7,0,4.0,176.75,0,Retained,"4-12 Months (Medium Risk)"
7,15,3,Fashion,2,Married,1,0,6.0,185,0,Retained,"4-12 Months (Medium Risk)"
26,9,5,Others,3,Single,3,1,13.0,315.68,0,Retained,">12 Months (Low Risk)"
9,12,3,Mobile,1,Married,1,0,11.0,132.1,0,Retained,"4-12 Months (Medium Risk)"
12,17,4,"Laptop & Accessory",3,Married,5,0,3.0,185.77,0,Retained,"4-12 Months (Medium Risk)"
18,9,4,Fashion,3,Single,7,1,,227.09,0,Retained,">12 Months (Low Risk)"
1,10,4,"Laptop & Accessory",3,Divorced,2,1,3.0,166.71,1,Churned,"0-3 Months (High Risk)"
3,11,4,"Laptop & Accessory",3,Married,2,0,2.0,161.18,0,Retained,"0-3 Months (High Risk)"
12,18,3,"Laptop & Accessory",4,Married,5,0,0.0,152.95,0,Retained,"4-12 Months (Medium Risk)"
1,11,5,"Laptop & Accessory",2,Single,3,1,4.0,169.87,0,Retained,"0-3 Months (High Risk)"
23,14,5,Fashion,3,Single,10,0,1.0,234.64999999999998,0,Retained,">12 Months (Low Risk)"
9,25,4,"Laptop & Accessory",3,Married,3,1,3.0,181.89,0,Retained,"4-12 Months (Medium Risk)"
7,9,3,"Laptop & Accessory",4,Married,2,0,9.0,154.33,0,Retained,"4-12 Months (Medium Risk)"
1,17,5,"Mobile Phone",5,Single,3,0,1.0,139.16,1,Churned,"0-3 Months (High Risk)"
1,9,4,"Mobile Phone",5,Married,3,1,1.0,145.74,1,Churned,"0-3 Months (High Risk)"
0,14,4,"Laptop & Accessory",5,Single,7,0,2.0,153.26,1,Churned,"0-3 Months (High Risk)"
6,17,4,Fashion,1,Single,4,0,1.0,237.44,0,Retained,"4-12 Months (Medium Risk)"
15,35,5,"Laptop & Accessory",2,Single,5,0,0.0,142.72,0,Retained,">12 Months (Low Risk)"
8,6,3,Fashion,3,Single,2,0,8.0,187.89,0,Retained,"4-12 Months (Medium Risk)"
10,23,5,"Laptop & Accessory",5,Married,6,0,3.0,181.47,0,Retained,"4-12 Months (Medium Risk)"
10,27,3,Mobile,2,Divorced,6,0,0.0,129.73,0,Retained,"4-12 Months (Medium Risk)"
3,10,4,"Laptop & Accessory",3,Divorced,6,1,1.0,177.38,1,Churned,"0-3 Months (High Risk)"
12,9,5,Fashion,3,Married,5,1,3.0,202.56,0,Retained,"4-12 Months (Medium Risk)"
4,8,3,Mobile,3,Married,2,0,3.0,134.77,0,Retained,"4-12 Months (Medium Risk)"
30,6,4,"Laptop & Accessory",3,Single,8,0,3.0,154.73,0,Retained,">12 Months (Low Risk)"
22,16,3,Others,5,Single,10,1,2.0,286.65,0,Retained,">12 Months (Low Risk)"
8,22,4,Grocery,5,Married,9,0,10.0,295.07,0,Retained,"4-12 Months (Medium Risk)"
1,9,2,"Mobile Phone",5,Single,9,0,2.0,159.24,0,Retained,"0-3 Months (High Risk)"
1,10,4,"Mobile Phone",1,Married,3,0,1.0,142.06,0,Retained,"0-3 Months (High Risk)"
7,15,4,"Laptop & Accessory",3,Married,2,0,3.0,196.04,0,Retained,"4-12 Months (Medium Risk)"
19,11,4,"Laptop & Accessory",4,Married,3,0,9.0,169.47,0,Retained,">12 Months (Low Risk)"
1,10,5,Fashion,2,Divorced,3,1,,228.25,1,Churned,"0-3 Months (High Risk)"
12,13,5,"Mobile Phone",3,Married,3,0,5.0,162.02,0,Retained,"4-12 Months (Medium Risk)"
20,32,3,Others,3,Married,4,0,0.0,296.58,0,Retained,">12 Months (Low Risk)"
21,8,2,"Laptop & Accessory",4,Divorced,4,0,2.0,181.2,0,Retained,">12 Months (Low Risk)"
17,34,1,Grocery,2,Divorced,4,1,11.0,233.2,0,Retained,">12 Months (Low Risk)"
2,7,4,"Mobile Phone",5,Married,3,0,3.0,160.91,0,Retained,"0-3 Months (High Risk)"
2,8,3,Mobile,4,Divorced,1,0,2.0,131.8,0,Retained,"0-3 Months (High Risk)"
3,6,3,"Mobile Phone",4,Divorced,1,1,7.0,135.79,0,Retained,"0-3 Months (High Risk)"
9,17,4,"Mobile Phone",2,Married,3,0,3.0,164.17,0,Retained,"4-12 Months (Medium Risk)"
5,11,4,"Laptop & Accessory",1,Single,9,0,0.0,196.79,0,Retained,"4-12 Months (Medium Risk)"
30,16,3,Grocery,3,Single,1,0,8.0,238.72000000000003,0,Retained,">12 Months (Low Risk)"
1,7,5,"Mobile Phone",3,Married,3,1,1.0,154.33,0,Retained,"0-3 Months (High Risk)"
19,6,3,Others,2,Married,10,0,2.0,296.27,0,Retained,">12 Months (Low Risk)"
5,11,4,"Laptop & Accessory",4,Single,3,0,,218.55,1,Churned,"4-12 Months (Medium Risk)"
0,16,3,Fashion,5,Married,2,0,7.0,187.93,0,Retained,"0-3 Months (High Risk)"
2,9,4,"Laptop & Accessory",4,Married,6,0,5.0,173.55,1,Churned,"0-3 Months (High Risk)"
23,23,4,"Mobile Phone",5,Married,6,1,3.0,150.87,0,Retained,">12 Months (Low Risk)"
14,9,4,"Mobile Phone",3,Married,4,0,3.0,145.01,0,Retained,">12 Months (Low Risk)"
6,8,3,"Laptop & Accessory",4,Single,9,0,7.0,151.47,0,Retained,"4-12 Months (Medium Risk)"
14,29,3,Fashion,3,Single,4,1,2.0,170.82,0,Retained,">12 Months (Low Risk)"
1,8,4,"Mobile Phone",4,Single,3,1,3.0,148.02,1,Churned,"0-3 Months (High Risk)"
1,7,4,"Mobile Phone",2,Divorced,4,1,1.0,147.93,1,Churned,"0-3 Months (High Risk)"
2,9,5,"Mobile Phone",4,Married,2,0,5.0,157.01,0,Retained,"0-3 Months (High Risk)"
3,12,4,"Laptop & Accessory",1,Married,1,0,7.0,146.27,0,Retained,"0-3 Months (High Risk)"
12,16,4,"Mobile Phone",1,Married,4,0,4.0,172.71,0,Retained,"4-12 Months (Medium Risk)"
1,12,4,"Mobile Phone",3,Single,3,1,3.0,159.41,1,Churned,"0-3 Months (High Risk)"
11,26,4,"Mobile Phone",4,Married,6,0,1.0,155.22,0,Retained,"4-12 Months (Medium Risk)"
12,9,2,"Laptop & Accessory",5,Single,8,1,13.0,184.8,0,Retained,"4-12 Months (Medium Risk)"
30,6,5,"Laptop & Accessory",3,Married,3,1,2.0,156.6,0,Retained,">12 Months (Low Risk)"
6,15,2,"Laptop & Accessory",3,Divorced,7,0,4.0,176.75,0,Retained,"4-12 Months (Medium Risk)"
1,9,4,"Mobile Phone",4,Married,3,0,3.0,147.26,0,Retained,"0-3 Months (High Risk)"
8,15,4,"Laptop & Accessory",3,Single,5,0,4.0,186.42,0,Retained,"4-12 Months (Medium Risk)"
14,11,1,"Laptop & Accessory",4,Single,4,0,2.0,168.7,0,Retained,">12 Months (Low Risk)"
14,21,5,Others,3,Single,3,0,10.0,321.26,0,Retained,">12 Months (Low Risk)"
2,36,6,"Laptop & Accessory",4,Married,3,0,8.0,190.49,0,Retained,"0-3 Months (High Risk)"
4,10,3,"Laptop & Accessory",4,Single,2,0,7.0,193.55,1,Churned,"4-12 Months (Medium Risk)"
3,9,4,Grocery,1,Married,9,0,6.0,246.69,1,Churned,"0-3 Months (High Risk)"
20,10,4,Fashion,4,Married,9,1,10.0,203.33,0,Retained,">12 Months (Low Risk)"
11,23,4,Fashion,3,Married,1,0,9.0,188.23,0,Retained,"4-12 Months (Medium Risk)"
11,7,3,"Laptop & Accessory",1,Married,8,0,9.0,147.35,0,Retained,"4-12 Months (Medium Risk)"
10,16,2,"Mobile Phone",2,Single,4,0,0.0,146.8,0,Retained,"4-12 Months (Medium Risk)"
11,6,3,"Laptop & Accessory",4,Married,1,0,8.0,144.4,0,Retained,"4-12 Months (Medium Risk)"
25,18,5,Grocery,4,Single,5,0,4.0,256.42,0,Retained,">12 Months (Low Risk)"
1,34,4,"Laptop & Accessory",1,Single,3,1,8.0,183.13,1,Churned,"0-3 Months (High Risk)"
14,33,4,"Laptop & Accessory",5,Divorced,3,0,6.0,208.96,0,Retained,">12 Months (Low Risk)"
26,10,5,Fashion,3,Divorced,4,1,5.0,204.69,0,Retained,">12 Months (Low Risk)"
28,16,4,"Laptop & Accessory",3,Married,5,0,4.0,153.97,0,Retained,">12 Months (Low Risk)"
20,31,3,Fashion,3,Single,3,0,11.0,186.33,0,Retained,">12 Months (Low Risk)"
1,20,4,"Laptop & Accessory",4,Single,7,0,1.0,182.65,1,Churned,"0-3 Months (High Risk)"
1,7,5,"Mobile Phone",4,Single,3,1,3.0,145.7,0,Retained,"0-3 Months (High Risk)"
5,13,3,"Laptop & Accessory",2,Divorced,5,0,3.0,192.04,0,Retained,"4-12 Months (Medium Risk)"
1,31,5,"Laptop & Accessory",4,Single,2,1,11.0,170.99,1,Churned,"0-3 Months (High Risk)"
18,10,3,"Laptop & Accessory",4,Divorced,2,0,8.0,144.47,0,Retained,">12 Months (Low Risk)"
1,11,2,"Laptop & Accessory",4,Married,3,1,4.0,186.42,0,Retained,"0-3 Months (High Risk)"
1,11,4,"Mobile Phone",1,Single,11,1,1.0,147.85,1,Churned,"0-3 Months (High Risk)"
1,31,4,"Mobile Phone",4,Single,10,0,3.0,160.97,0,Retained,"0-3 Months (High Risk)"
9,28,4,"Laptop & Accessory",2,Divorced,3,1,8.0,165.14,0,Retained,"4-12 Months (Medium Risk)"
7,21,3,"Laptop & Accessory",5,Single,2,0,6.0,161.25,0,Retained,"4-12 Months (Medium Risk)"
19,11,6,Fashion,3,Married,6,0,,222.56,0,Retained,">12 Months (Low Risk)"
3,16,4,"Mobile Phone",3,Married,11,0,3.0,154.74,0,Retained,"0-3 Months (High Risk)"
18,8,4,"Mobile Phone",1,Married,6,1,3.0,156.95,0,Retained,">12 Months (Low Risk)"
11,6,1,"Laptop & Accessory",1,Single,1,0,8.0,176.25,0,Retained,"4-12 Months (Medium Risk)"
5,12,4,"Mobile Phone",4,Married,3,0,3.0,152.89,0,Retained,"4-12 Months (Medium Risk)"
21,10,4,Grocery,3,Married,11,1,14.0,262.7,0,Retained,">12 Months (Low Risk)"
27,15,3,"Laptop & Accessory",3,Married,4,0,3.0,128.97,0,Retained,">12 Months (Low Risk)"
30,15,4,"Mobile Phone",5,Married,6,1,3.0,167.57,0,Retained,">12 Months (Low Risk)"
4,7,6,"Mobile Phone",3,Divorced,5,0,3.0,163.33,0,Retained,"4-12 Months (Medium Risk)"
8,20,4,Fashion,3,Married,3,0,,211.28,0,Retained,"4-12 Months (Medium Risk)"
1,18,4,"Mobile Phone",5,Married,2,0,5.0,145.99,0,Retained,"0-3 Months (High Risk)"
7,8,3,"Laptop & Accessory",3,Single,3,0,2.0,140.33,0,Retained,"4-12 Months (Medium Risk)"
12,10,4,"Laptop & Accessory",2,Single,10,1,1.0,193.61,0,Retained,"4-12 Months (Medium Risk)"
17,34,4,Fashion,5,Married,10,0,2.0,233.2,0,Retained,">12 Months (Low Risk)"
5,9,5,"Laptop & Accessory",5,Married,5,0,1.0,189.1,0,Retained,"4-12 Months (Medium Risk)"
9,15,4,"Mobile Phone",3,Single,3,0,5.0,168.23,0,Retained,"4-12 Months (Medium Risk)"
1,12,4,"Mobile Phone",1,Single,2,1,3.0,148.79,0,Retained,"0-3 Months (High Risk)"
24,36,5,Grocery,3,Divorced,2,0,8.0,295.46,0,Retained,">12 Months (Low Risk)"
7,24,5,"Mobile Phone",3,Married,11,1,1.0,149.37,1,Churned,"4-12 Months (Medium Risk)"
20,8,3,Grocery,1,Married,2,1,0.0,267.52,0,Retained,">12 Months (Low Risk)"
7,34,4,"Laptop & Accessory",3,Married,2,0,7.0,167.12,0,Retained,"4-12 Months (Medium Risk)"
2,6,1,"Laptop & Accessory",3,Single,9,1,2.0,162.94,0,Retained,"0-3 Months (High Risk)"
21,10,4,Grocery,1,Married,3,0,2.0,252.01999999999998,0,Retained,">12 Months (Low Risk)"
4,26,3,Mobile,4,Single,2,1,2.0,131.4,1,Churned,"4-12 Months (Medium Risk)"
21,9,5,"Mobile Phone",1,Single,3,1,3.0,157.94,0,Retained,">12 Months (Low Risk)"
5,7,3,"Laptop & Accessory",5,Married,5,0,2.0,140.87,0,Retained,"4-12 Months (Medium Risk)"
8,24,1,"Laptop & Accessory",5,Married,2,0,10.0,152.08,0,Retained,"4-12 Months (Medium Risk)"
12,7,4,"Laptop & Accessory",1,Married,9,0,10.0,172.35,0,Retained,"4-12 Months (Medium Risk)"
24,24,5,Fashion,5,Married,7,0,12.0,257.69,0,Retained,">12 Months (Low Risk)"
30,31,3,Fashion,5,Single,8,0,9.0,176.37,0,Retained,">12 Months (Low Risk)"
14,9,2,"Laptop & Accessory",4,Divorced,3,0,8.0,167.44,0,Retained,">12 Months (Low Risk)"
9,7,4,"Laptop & Accessory",3,Divorced,11,0,10.0,172.17,0,Retained,"4-12 Months (Medium Risk)"
5,9,4,"Mobile Phone",3,Married,3,0,4.0,159.77,0,Retained,"4-12 Months (Medium Risk)"
30,24,3,Fashion,1,Single,7,0,4.0,205.12,0,Retained,">12 Months (Low Risk)"
1,12,4,"Mobile Phone",4,Single,3,1,3.0,149.78,0,Retained,"0-3 Months (High Risk)"
9,14,4,"Mobile Phone",3,Divorced,3,0,1.0,149.04,0,Retained,"4-12 Months (Medium Risk)"
3,8,4,"Mobile Phone",5,Single,1,0,7.0,149.68,0,Retained,"0-3 Months (High Risk)"
30,15,4,Mobile,4,Married,5,1,0.0,133.46,0,Retained,">12 Months (Low Risk)"
14,34,4,Grocery,4,Married,1,0,10.0,235.7,0,Retained,">12 Months (Low Risk)"
26,32,5,Grocery,1,Married,5,0,1.0,263.26,0,Retained,">12 Months (Low Risk)"
4,16,3,"Laptop & Accessory",1,Married,3,1,4.0,165.83,0,Retained,"4-12 Months (Medium Risk)"
18,11,4,"Laptop & Accessory",4,Single,11,0,4.0,184.33,0,Retained,">12 Months (Low Risk)"
0,17,3,"Laptop & Accessory",5,Married,2,1,3.0,147.41,0,Retained,"0-3 Months (High Risk)"
10,6,4,"Mobile Phone",5,Divorced,3,0,2.0,139.2,0,Retained,"4-12 Months (Medium Risk)"
9,7,2,"Mobile Phone",3,Single,5,0,3.0,150.06,0,Retained,"4-12 Months (Medium Risk)"
15,30,3,Fashion,5,Married,2,1,8.0,174.06,0,Retained,">12 Months (Low Risk)"
20,25,4,"Laptop & Accessory",3,Married,4,0,9.0,173.1,0,Retained,">12 Months (Low Risk)"
0,30,1,"Mobile Phone",5,Single,2,0,0.0,110.91,1,Churned,"0-3 Months (High Risk)"
1,30,4,Fashion,5,Married,11,1,,224.5,1,Churned,"0-3 Months (High Risk)"
15,21,4,"Mobile Phone",3,Married,6,0,9.0,149.51,0,Retained,">12 Months (Low Risk)"
27,6,3,Fashion,3,Married,8,0,4.0,205.02,0,Retained,">12 Months (Low Risk)"
9,14,3,Fashion,3,Married,2,0,8.0,200.96,0,Retained,"4-12 Months (Medium Risk)"
6,15,2,"Laptop & Accessory",1,Married,3,0,9.0,187.09,0,Retained,"4-12 Months (Medium Risk)"
12,6,3,Others,3,Married,2,1,6.0,291.97,0,Retained,"4-12 Months (Medium Risk)"
27,15,4,Grocery,2,Divorced,7,0,3.0,243.36,0,Retained,">12 Months (Low Risk)"
23,29,4,Grocery,4,Married,5,0,3.0,289.13,0,Retained,">12 Months (Low Risk)"
5,9,4,"Laptop & Accessory",5,Single,9,0,4.0,178.32,0,Retained,"4-12 Months (Medium Risk)"
1,7,5,"Mobile Phone",4,Single,3,1,3.0,146.74,1,Churned,"0-3 Months (High Risk)"
11,15,4,"Laptop & Accessory",4,Married,4,0,8.0,165.71,0,Retained,"4-12 Months (Medium Risk)"
13,14,3,"Laptop & Accessory",3,Married,4,1,3.0,167.96,1,Churned,">12 Months (Low Risk)"
16,8,3,Mobile,1,Single,1,0,8.0,135.39,0,Retained,">12 Months (Low Risk)"
7,17,4,"Laptop & Accessory",4,Divorced,5,0,8.0,144.9,0,Retained,"4-12 Months (Medium Risk)"
1,9,4,"Mobile Phone",3,Married,8,1,3.0,164.77,0,Retained,"0-3 Months (High Risk)"
23,6,3,"Laptop & Accessory",3,Divorced,1,0,13.0,163.47,0,Retained,">12 Months (Low Risk)"
28,6,4,"Laptop & Accessory",3,Single,9,0,1.0,162.8,0,Retained,">12 Months (Low Risk)"
14,23,4,"Mobile Phone",3,Married,11,0,1.0,160.44,0,Retained,">12 Months (Low Risk)"
10,35,3,Fashion,4,Married,2,1,,218.49,1,Churned,"4-12 Months (Medium Risk)"
3,13,3,Mobile,4,Single,1,0,2.0,129.83,0,Retained,"0-3 Months (High Risk)"
19,8,3,Grocery,5,Married,9,0,9.0,270.48,0,Retained,">12 Months (Low Risk)"
3,33,3,"Laptop & Accessory",1,Married,8,0,7.0,153.04,0,Retained,"0-3 Months (High Risk)"
31,9,4,Grocery,4,Married,6,0,15.0,287.91,0,Retained,">12 Months (Low Risk)"
3,15,3,"Laptop & Accessory",3,Single,8,1,7.0,146.95,0,Retained,"0-3 Months (High Risk)"
29,7,4,Others,5,Single,2,1,14.0,315.45,0,Retained,">12 Months (Low Risk)"
3,8,5,Grocery,1,Married,5,0,8.0,286.24,0,Retained,"0-3 Months (High Risk)"
11,6,3,Fashion,3,Single,5,1,0.0,178.61,0,Retained,"4-12 Months (Medium Risk)"
23,8,3,Grocery,5,Divorced,3,0,2.0,278.56,0,Retained,">12 Months (Low Risk)"
3,26,3,"Laptop & Accessory",5,Married,1,0,2.0,199.57,0,Retained,"0-3 Months (High Risk)"
21,9,4,"Laptop & Accessory",1,Married,7,0,5.0,175.7,0,Retained,">12 Months (Low Risk)"
3,14,4,"Laptop & Accessory",2,Married,3,1,1.0,191.23,0,Retained,"0-3 Months (High Risk)"
18,8,5,"Laptop & Accessory",3,Single,1,0,1.0,166.32,0,Retained,">12 Months (Low Risk)"
12,24,3,"Laptop & Accessory",3,Single,1,0,7.0,145.34,0,Retained,"4-12 Months (Medium Risk)"
1,9,6,"Laptop & Accessory",1,Single,5,0,1.0,175.71,0,Retained,"0-3 Months (High Risk)"
5,32,3,"Laptop & Accessory",2,Divorced,1,0,2.0,144.65,0,Retained,"4-12 Months (Medium Risk)"
14,14,5,Fashion,1,Single,3,0,3.0,206.5,1,Churned,">12 Months (Low Risk)"
11,8,3,Mobile,3,Married,7,1,1.0,130.57,0,Retained,"4-12 Months (Medium Risk)"
13,9,5,"Laptop & Accessory",3,Single,3,0,11.0,170.53,0,Retained,">12 Months (Low Risk)"
14,8,4,Grocery,5,Married,4,0,17.0,293.23,0,Retained,">12 Months (Low Risk)"
7,13,4,"Laptop & Accessory",1,Married,5,0,8.0,202.25,0,Retained,"4-12 Months (Medium Risk)"
10,10,4,"Mobile Phone",4,Married,3,0,8.0,161.92,0,Retained,"4-12 Months (Medium Risk)"
4,36,4,Fashion,4,Married,5,0,,217.5,0,Retained,"4-12 Months (Medium Risk)"
0,25,4,"Mobile Phone",5,Married,2,0,7.0,140.66,0,Retained,"0-3 Months (High Risk)"
0,22,3,Mobile,4,Divorced,10,0,2.0,128.11,0,Retained,"0-3 Months (High Risk)"
8,8,5,"Laptop & Accessory",5,Single,2,0,10.0,178.43,0,Retained,"4-12 Months (Medium Risk)"
1,23,6,"Mobile Phone",5,Married,3,1,1.0,148.07,1,Churned,"0-3 Months (High Risk)"
22,14,3,Fashion,4,Married,5,0,7.0,174.03,0,Retained,">12 Months (Low Risk)"
1,16,4,"Laptop & Accessory",5,Married,6,0,8.0,178.46,1,Churned,"0-3 Months (High Risk)"
8,33,3,"Laptop & Accessory",3,Married,3,0,7.0,168.83,0,Retained,"4-12 Months (Medium Risk)"
20,7,2,Grocery,5,Single,3,0,13.0,300.67,0,Retained,">12 Months (Low Risk)"
10,16,3,"Mobile Phone",4,Married,2,0,7.0,139.36,0,Retained,"4-12 Months (Medium Risk)"
18,8,3,"Laptop & Accessory",4,Married,1,0,7.0,148.05,0,Retained,">12 Months (Low Risk)"
30,30,1,Fashion,1,Married,4,1,4.0,194.39,0,Retained,">12 Months (Low Risk)"
6,10,4,Fashion,1,Single,5,0,8.0,236.58999999999997,0,Retained,"4-12 Months (Medium Risk)"
20,20,4,"Laptop & Accessory",4,Single,8,0,10.0,180.62,0,Retained,">12 Months (Low Risk)"
13,14,3,"Laptop & Accessory",3,Divorced,4,1,3.0,167.96,1,Churned,">12 Months (Low Risk)"
10,6,3,Fashion,2,Married,3,1,2.0,236.02999999999997,0,Retained,"4-12 Months (Medium Risk)"
30,18,5,"Laptop & Accessory",5,Married,6,0,1.0,178.8,0,Retained,">12 Months (Low Risk)"
18,7,3,Fashion,4,Married,2,0,7.0,174.41,0,Retained,">12 Months (Low Risk)"
28,20,2,Others,4,Single,9,0,15.0,287.22,0,Retained,">12 Months (Low Risk)"
9,32,3,"Laptop & Accessory",3,Married,7,0,2.0,153.47,0,Retained,"4-12 Months (Medium Risk)"
18,17,4,"Laptop & Accessory",1,Married,4,1,4.0,189.65,0,Retained,">12 Months (Low Risk)"
4,10,4,"Mobile Phone",2,Divorced,6,0,5.0,145.97,0,Retained,"4-12 Months (Medium Risk)"
24,9,4,Grocery,5,Divorced,4,0,3.0,303.56,0,Retained,">12 Months (Low Risk)"
1,16,4,"Laptop & Accessory",5,Single,5,1,4.0,207.24,1,Churned,"0-3 Months (High Risk)"
15,10,3,Others,1,Married,2,0,15.0,292.32,0,Retained,">12 Months (Low Risk)"
10,17,4,Fashion,3,Divorced,5,0,8.0,195.94,0,Retained,"4-12 Months (Medium Risk)"
17,22,5,"Laptop & Accessory",1,Married,5,0,3.0,193.04,0,Retained,">12 Months (Low Risk)"
10,10,4,"Mobile Phone",4,Divorced,3,0,8.0,161.92,0,Retained,"4-12 Months (Medium Risk)"
21,9,4,Others,4,Single,9,1,9.0,317.46,1,Churned,">12 Months (Low Risk)"
10,10,4,"Mobile Phone",4,Single,6,0,3.0,145.88,0,Retained,"4-12 Months (Medium Risk)"
13,28,5,"Laptop & Accessory",2,Divorced,5,1,5.0,186.2,0,Retained,">12 Months (Low Risk)"
20,10,3,"Laptop & Accessory",3,Single,4,0,0.0,129.76,0,Retained,">12 Months (Low Risk)"
9,30,6,"Mobile Phone",3,Married,2,0,4.0,152.05,0,Retained,"4-12 Months (Medium Risk)"
4,9,3,Fashion,3,Married,10,0,2.0,236.75,0,Retained,"4-12 Months (Medium Risk)"
22,9,4,"Laptop & Accessory",2,Divorced,4,0,8.0,165.51,0,Retained,">12 Months (Low Risk)"
23,27,4,"Laptop & Accessory",5,Married,3,0,12.0,190.67,0,Retained,">12 Months (Low Risk)"
5,13,4,"Laptop & Accessory",3,Divorced,2,0,8.0,154.84,0,Retained,"4-12 Months (Medium Risk)"
5,14,5,Fashion,3,Married,3,0,,214.43,0,Retained,"4-12 Months (Medium Risk)"
15,8,3,Fashion,1,Married,3,1,9.0,201.24,0,Retained,">12 Months (Low Risk)"
0,22,1,Mobile,5,Single,2,0,14.0,127.43,1,Churned,"0-3 Months (High Risk)"
12,19,5,"Laptop & Accessory",5,Married,4,0,3.0,187.88,0,Retained,"4-12 Months (Medium Risk)"
1,11,5,"Mobile Phone",2,Divorced,2,0,5.0,156.62,0,Retained,"0-3 Months (High Risk)"
